Student id,name,faculty,place name,reservation date,startdate,startTime,endDate,endTime
1025,John,Architect,FIBO Field,43226,43247,0.375,43247,0.708333333
1026,Jack,SIT,FIBO Field,43227,43248,0.375,43248,0.708333333
1026,Jack,SIT,Science Field,43228,43249,0.375,43249,0.708333333
1027,Jim,SIT,FIBO Field,43229,43250,0.375,43250,0.708333333
1029,Sandy,Science,FIBO Field,43230,43251,0.375,43251,0.708333333
1032,Sack,SIT,Science Field,43231,43252,0.375,43252,0.708333333
1032,Sack,SIT,FIBO Field,43232,43253,0.375,43253,0.708333333
1033,Yoi,SIT,Science Field,43233,43254,0.375,43254,0.708333333
1033,Yoi,SIT,Science Field,43234,43255,0.375,43255,0.708333333
1036,Chao,Liberal Art,Science Field,43235,43256,0.375,43256,0.708333333
1037,Elisa,Architect,Science Field,43236,43257,0.375,43257,0.708333333
1038,Sonny,SIT,FIBO Field,43237,43258,0.375,43258,0.708333333
1038,Sonny,SIT,Front of SIT,43238,43259,0.375,43259,0.708333333
1039,Simba,SIT,Science Field,43239,43260,0.375,43260,0.708333333
1040,jackson,Engineering,1st Floor Engineer Building,43240,43261,0.375,43261,0.708333333
1040,jackson,Engineering,1st Floor Engineer Building,43241,43262,0.375,43262,0.708333333
1040,jackson,Engineering,1st Floor Engineer Building,43263,43263,0.375,43263,0.708333333
1041,Jonathan,Science,Science Field,43264,43264,0.375,43264,0.708333333
1042,Tom,Liberal Art,Science Field,43265,43265,0.375,43265,0.708333333
1043,Nick,Architect,FIBO Field,43266,43266,0.375,43266,0.708333333
1043,Nick,Architect,Science Field,43267,43267,0.375,43267,0.708333333
1044,Tooky,SIT,Science Field,43268,43268,0.375,43268,0.708333333
1045,Elsa,SIT,1st Floor Engineer Building,43269,43269,0.375,43269,0.708333333
1048,Antonio,Liberal Art,1st Floor Engineer Building,43270,43270,0.375,43270,0.708333333
1050,John,SIT,1st Floor Engineer Building,43271,43271,0.375,43271,0.708333333
1050,John,SIT,Front of SIT,43272,43272,0.375,43272,0.708333333
1051,Jack,SIT,Science Field,43273,43273,0.375,43273,0.708333333
1053,Ann,Science,1st Floor Engineer Building,43274,43274,0.375,43274,0.708333333
1054,Sandy,Liberal Art,Front of SIT,43221,43275,0.375,43275,0.708333333
1057,Sack,SIT,1st Floor Engineer Building,43222,43276,0.375,43276,0.708333333
1058,Yoi,Engineering,Front of SIT,43223,43277,0.375,43277,0.708333333
1064,Simba,Engineering,Science Field,43224,43278,0.375,43278,0.708333333
1065,jackson,Science,Science Field,43225,43279,0.375,43279,0.708333333
1065,jackson,Science,FIBO Field,43226,43280,0.375,43280,0.708333333
1066,Jonathan,Liberal Art,FIBO Field,43227,43281,0.375,43281,0.708333333
1066,Jonathan,Liberal Art,FIBO Field,43228,43282,0.375,43282,0.708333333
1066,Jonathan,Liberal Art,Science Field,43229,43283,0.375,43283,0.708333333
1067,Tom,Architect,Front of SIT,43230,43284,0.375,43284,0.708333333
1067,Tom,Architect,FIBO Field,43231,43285,0.375,43285,0.708333333
1068,Nick,SIT,FIBO Field,43232,43286,0.375,43286,0.708333333
1068,Nick,SIT,FIBO Field,43233,43287,0.375,43287,0.708333333
1071,Anna,Science,1st Floor Engineer Building,43234,43288,0.375,43288,0.708333333
1072,Atonio,Liberal Art,Front of SIT,43235,43289,0.375,43289,0.708333333
1073,Antonio,Architect,1st Floor Engineer Building,43236,43290,0.375,43290,0.708333333
1074,Simpson,SIT,Science Field,43237,43291,0.375,43291,0.708333333
1075,John,SIT,Science Field,43238,43292,0.375,43292,0.708333333
1075,John,SIT,Science Field,43239,43293,0.375,43293,0.708333333
1078,Ann,Liberal Art,1st Floor Engineer Building,43240,43294,0.375,43294,0.708333333
1080,Alex,SIT,Front of SIT,43241,43295,0.375,43295,0.708333333
1081,Tony,SIT,Front of SIT,43296,43296,0.375,43296,0.708333333
1081,Tony,SIT,Front of SIT,43297,43297,0.375,43297,0.708333333
1082,Sack,Engineering,Front of SIT,43298,43298,0.375,43298,0.708333333
1082,Sack,Engineering,Front of SIT,43299,43299,0.375,43299,0.708333333
1083,Yoi,Science,Science Field,43300,43300,0.375,43300,0.708333333
1083,Yoi,Science,1st Floor Engineer Building,43301,43301,0.375,43301,0.708333333
1083,Yoi,Science,Science Field,43302,43302,0.375,43302,0.708333333
1084,Lee,Liberal Art,1st Floor Engineer Building,43303,43303,0.375,43303,0.708333333
1084,Lee,Liberal Art,Science Field,43304,43304,0.375,43304,0.708333333
1085,Wang,Architect,Science Field,43305,43305,0.375,43305,0.708333333
1085,Wang,Architect,FIBO Field,43306,43306,0.375,43306,0.708333333
1085,Wang,Architect,Front of SIT,43307,43307,0.375,43307,0.708333333
1086,Chao,SIT,FIBO Field,43221,43308,0.375,43308,0.708333333
1087,Elisa,SIT,Science Field,43222,43309,0.375,43309,0.708333333
1088,Sonny,Engineering,FIBO Field,43223,43310,0.375,43310,0.708333333
1089,Simba,Science,Science Field,43224,43311,0.375,43311,0.708333333
1091,Jonathan,Architect,FIBO Field,43225,43312,0.375,43312,0.708333333
1094,Tooky,Engineering,FIBO Field,43226,43313,0.375,43313,0.708333333
1094,Tooky,Engineering,FIBO Field,43227,43314,0.375,43314,0.708333333
1095,Elsa,Science,Front of SIT,43228,43315,0.375,43315,0.708333333
1095,Elsa,Science,Science Field,43229,43316,0.375,43316,0.708333333
1096,Anna,Liberal Art,FIBO Field,43230,43317,0.375,43317,0.708333333
1096,Anna,Liberal Art,Front of SIT,43231,43318,0.375,43318,0.708333333
1098,Antonio,SIT,Science Field,43232,43319,0.375,43319,0.708333333
1098,Antonio,SIT,FIBO Field,43233,43320,0.375,43320,0.708333333
1101,Jack,Science,FIBO Field,43234,43321,0.375,43321,0.708333333
1103,Ann,Architect,FIBO Field,43235,43322,0.375,43322,0.708333333
1104,Sandy,SIT,1st Floor Engineer Building,43236,43323,0.375,43323,0.708333333
1104,Sandy,SIT,Front of SIT,43237,43324,0.375,43324,0.708333333
1106,Tony,Engineering,Front of SIT,43238,43325,0.375,43325,0.708333333
1106,Tony,Engineering,Science Field,43239,43326,0.375,43326,0.708333333
1107,Sack,Science,1st Floor Engineer Building,43240,43327,0.375,43327,0.708333333
1109,Lee,Architect,Front of SIT,43241,43328,0.375,43328,0.708333333
1117,Tom,SIT,FIBO Field,43329,43329,0.375,43329,0.708333333
1117,Tom,SIT,Front of SIT,43330,43330,0.375,43330,0.708333333
1119,Tooky,Science,Front of SIT,43331,43331,0.375,43331,0.708333333
1120,Elsa,Liberal Art,FIBO Field,43332,43332,0.375,43332,0.708333333
1121,Anna,Architect,FIBO Field,43333,43333,0.416666667,43333,0.6875
1121,Anna,Architect,FIBO Field,43334,43334,0.375,43334,0.708333333
1126,Jack,Liberal Art,FIBO Field,43335,43335,0.375,43335,0.708333333
1127,Jim,Architect,Front of SIT,43336,43336,0.375,43336,0.708333333
1129,Sandy,SIT,Science Field,43337,43337,0.375,43337,0.708333333
1132,Sack,Liberal Art,1st Floor Engineer Building,43338,43338,0.375,43338,0.708333333
1132,Sack,Liberal Art,Science Field,43339,43339,0.375,43339,0.708333333
1133,Yoi,Architect,1st Floor Engineer Building,43340,43340,0.375,43340,0.708333333
1133,Yoi,Architect,Front of SIT,43341,43341,0.375,43341,0.708333333
1133,Yoi,Architect,Front of SIT,43342,43342,0.375,43342,0.708333333
1133,Yoi,Architect,Front of SIT,43343,43343,0.375,43343,0.708333333
1134,Lee,SIT,Front of SIT,43344,43344,0.375,43344,0.708333333
1135,Wang,SIT,Science Field,43345,43345,0.375,43345,0.708333333
1135,Wang,SIT,Science Field,43221,43346,0.375,43346,0.708333333
1135,Wang,SIT,FIBO Field,43222,43347,0.375,43347,0.708333333
1135,Wang,SIT,Science Field,43223,43348,0.375,43348,0.708333333
1137,Elisa,Science,Front of SIT,43224,43349,0.375,43349,0.708333333
1138,Sonny,Liberal Art,FIBO Field,43225,43350,0.375,43350,0.708333333
1138,Sonny,Liberal Art,1st Floor Engineer Building,43226,43351,0.375,43351,0.708333333
1139,Simba,Architect,FIBO Field,43227,43352,0.375,43352,0.708333333
1139,Simba,Architect,Science Field,43228,43353,0.375,43353,0.708333333
1139,Simba,Architect,Science Field,43229,43354,0.375,43354,0.708333333
1141,Jonathan,SIT,FIBO Field,43230,43355,0.375,43355,0.708333333
1142,Tom,Engineering,Science Field,43231,43356,0.375,43356,0.708333333
1142,Tom,Engineering,Science Field,43232,43357,0.375,43357,0.708333333
1144,Tooky,Liberal Art,Science Field,43233,43358,0.375,43358,0.708333333
1146,Anna,SIT,Science Field,43234,43359,0.375,43359,0.708333333
1146,Anna,SIT,Science Field,43235,43360,0.375,43360,0.708333333
1146,Anna,SIT,Science Field,43236,43361,0.375,43361,0.708333333
1147,Atonio,SIT,1st Floor Engineer Building,43237,43362,0.375,43362,0.708333333
1148,Antonio,Engineering,Science Field,43238,43363,0.375,43363,0.708333333
1149,Simpson,Science,Front of SIT,43239,43364,0.375,43364,0.708333333
1149,Simpson,Science,Science Field,43240,43365,0.375,43365,0.708333333
1150,John,Liberal Art,Science Field,43241,43366,0.375,43366,0.708333333
1150,John,Liberal Art,FIBO Field,43367,43367,0.375,43367,0.708333333
1150,John,Liberal Art,1st Floor Engineer Building,43368,43368,0.375,43368,0.708333333
1150,John,Liberal Art,FIBO Field,43369,43369,0.375,43369,0.708333333
1150,John,Liberal Art,1st Floor Engineer Building,43370,43370,0.375,43370,0.708333333
1150,John,Liberal Art,Science Field,43371,43371,0.375,43371,0.708333333
1150,John,Liberal Art,1st Floor Engineer Building,43372,43372,0.375,43372,0.708333333
1151,Jack,Architect,Science Field,43221,43373,0.375,43373,0.708333333
1151,Jack,Architect,Front of SIT,43222,43374,0.375,43374,0.708333333
1152,Jim,SIT,Front of SIT,43223,43375,0.375,43375,0.708333333
1153,Ann,SIT,1st Floor Engineer Building,43224,43376,0.375,43376,0.708333333
1154,Sandy,Engineering,1st Floor Engineer Building,43225,43377,0.375,43377,0.708333333
1154,Sandy,Engineering,1st Floor Engineer Building,43226,43378,0.375,43378,0.708333333
1157,Sack,Architect,FIBO Field,43227,43379,0.375,43379,0.708333333
1157,Sack,Architect,Science Field,43228,43380,0.375,43380,0.708333333
1158,Yoi,SIT,FIBO Field,43229,43381,0.375,43381,0.708333333
1159,Lee,SIT,FIBO Field,43230,43382,0.375,43382,0.708333333
1161,Chao,Science,Front of SIT,43231,43383,0.375,43383,0.708333333
1162,Elisa,Liberal Art,Front of SIT,43232,43384,0.375,43384,0.708333333
1164,Simba,SIT,Science Field,43233,43385,0.375,43385,0.708333333
1165,jackson,SIT,1st Floor Engineer Building,43234,43386,0.375,43386,0.708333333
1165,jackson,SIT,1st Floor Engineer Building,43235,43387,0.375,43387,0.708333333
1167,Tom,Science,1st Floor Engineer Building,43236,43388,0.375,43388,0.708333333
1168,Nick,Liberal Art,Front of SIT,43237,43389,0.375,43389,0.708333333
1168,Nick,Liberal Art,Science Field,43238,43390,0.375,43390,0.708333333
1168,Nick,Liberal Art,Science Field,43239,43391,0.375,43391,0.708333333
1169,Tooky,Architect,1st Floor Engineer Building,43240,43392,0.375,43392,0.708333333
1172,Atonio,Engineering,1st Floor Engineer Building,43241,43393,0.375,43393,0.708333333
1173,Antonio,Science,1st Floor Engineer Building,43394,43394,0.375,43394,0.708333333
1173,Antonio,Science,Science Field,43395,43395,0.375,43395,0.708333333
1174,Simpson,Liberal Art,Science Field,43396,43396,0.375,43396,0.708333333
1174,Simpson,Liberal Art,FIBO Field,43397,43397,0.375,43397,0.708333333
1174,Simpson,Liberal Art,Science Field,43398,43398,0.375,43398,0.708333333
1176,Jack,SIT,Front of SIT,43221,43399,0.375,43399,0.708333333
1176,Jack,SIT,FIBO Field,43222,43400,0.375,43400,0.708333333
1179,Sandy,Science,Science Field,43223,43401,0.375,43401,0.708333333
1181,Tony,Architect,Front of SIT,43224,43402,0.375,43402,0.708333333
1183,Yoi,SIT,1st Floor Engineer Building,43225,43403,0.375,43403,0.708333333
1184,Lee,Engineering,Front of SIT,43226,43404,0.375,43404,0.708333333
1186,Chao,Liberal Art,Front of SIT,43227,43405,0.375,43405,0.708333333
1187,Elisa,Architect,Science Field,43228,43406,0.375,43406,0.708333333
1188,Sonny,SIT,FIBO Field,43229,43407,0.375,43407,0.708333333
1188,Sonny,SIT,Front of SIT,43230,43408,0.375,43408,0.708333333
1188,Sonny,SIT,1st Floor Engineer Building,43231,43409,0.375,43409,0.708333333
1189,Simba,SIT,Front of SIT,43232,43410,0.375,43410,0.708333333
1189,Simba,SIT,Science Field,43233,43411,0.375,43411,0.708333333
1189,Simba,SIT,FIBO Field,43234,43412,0.375,43412,0.708333333
1190,jackson,Engineering,Front of SIT,43235,43413,0.375,43413,0.708333333
1190,jackson,Engineering,Science Field,43236,43414,0.375,43414,0.708333333
1191,Jonathan,Science,FIBO Field,43237,43415,0.375,43415,0.708333333
1193,Nick,Architect,FIBO Field,43238,43416,0.375,43416,0.708333333
1194,Tooky,SIT,FIBO Field,43239,43417,0.375,43417,0.708333333
1195,Elsa,SIT,FIBO Field,43240,43418,0.375,43418,0.708333333
1196,Anna,Engineering,1st Floor Engineer Building,43241,43419,0.375,43419,0.708333333
1196,Anna,Engineering,1st Floor Engineer Building,43420,43420,0.375,43420,0.708333333
1197,Atonio,Science,Front of SIT,43421,43421,0.375,43421,0.708333333
1197,Atonio,Science,FIBO Field,43422,43422,0.375,43422,0.708333333
1198,Antonio,Liberal Art,1st Floor Engineer Building,43423,43423,0.375,43423,0.708333333
1198,Antonio,Liberal Art,Front of SIT,43221,43424,0.375,43424,0.708333333
1198,Antonio,Liberal Art,1st Floor Engineer Building,43222,43425,0.375,43425,0.708333333
1198,Antonio,Liberal Art,Front of SIT,43223,43426,0.375,43426,0.708333333
1199,Simpson,Architect,Science Field,43224,43427,0.416666667,43427,0.708333333
1200,John,SIT,Front of SIT,43225,43428,0.416666667,43428,0.708333333
1201,Jack,SIT,FIBO Field,43226,43429,0.416666667,43429,0.708333333
1205,Alex,Architect,Science Field,43227,43430,0.416666667,43430,0.708333333
1206,Tony,SIT,1st Floor Engineer Building,43228,43431,0.416666667,43431,0.708333333
1206,Tony,SIT,FIBO Field,43229,43432,0.416666667,43432,0.708333333
1206,Tony,SIT,Science Field,43230,43433,0.416666667,43433,0.708333333
1208,Yoi,Engineering,FIBO Field,43231,43434,0.416666667,43434,0.708333333
1208,Yoi,Engineering,1st Floor Engineer Building,43232,43435,0.416666667,43435,0.708333333
1209,Lee,Science,Front of SIT,43233,43436,0.416666667,43436,0.708333333
1210,Wang,Liberal Art,1st Floor Engineer Building,43234,43437,0.416666667,43437,0.708333333
1211,Chao,Architect,Science Field,43235,43438,0.416666667,43438,0.708333333
1212,Elisa,SIT,1st Floor Engineer Building,43236,43439,0.416666667,43439,0.708333333
1213,Sonny,SIT,1st Floor Engineer Building,43237,43440,0.416666667,43440,0.708333333
1218,Nick,SIT,Front of SIT,43238,43441,0.416666667,43441,0.708333333
1221,Anna,Science,1st Floor Engineer Building,43239,43442,0.416666667,43442,0.708333333
1223,Antonio,Architect,1st Floor Engineer Building,43240,43443,0.416666667,43443,0.708333333
1224,Simpson,SIT,Front of SIT,43241,43444,0.416666667,43444,0.708333333
1226,Jack,Engineering,Science Field,43445,43445,0.416666667,43445,0.708333333
1227,Jim,Science,Science Field,43446,43446,0.416666667,43446,0.708333333
1227,Jim,Science,1st Floor Engineer Building,43221,43447,0.375,43447,0.708333333
1228,Ann,Liberal Art,FIBO Field,43222,43448,0.375,43448,0.708333333
1228,Ann,Liberal Art,1st Floor Engineer Building,43223,43449,0.375,43449,0.708333333
1230,Alex,SIT,Science Field,43224,43450,0.375,43450,0.708333333
1230,Alex,SIT,1st Floor Engineer Building,43225,43451,0.375,43451,0.708333333
1231,Tony,SIT,FIBO Field,43226,43452,0.375,43452,0.708333333
1231,Tony,SIT,Front of SIT,43227,43453,0.375,43453,0.708333333
1232,Sack,Engineering,Front of SIT,43228,43454,0.375,43454,0.708333333
1233,Yoi,Science,1st Floor Engineer Building,43229,43455,0.375,43455,0.708333333
1234,Lee,Liberal Art,Front of SIT,43230,43456,0.375,43456,0.708333333
1234,Lee,Liberal Art,1st Floor Engineer Building,43231,43457,0.375,43457,0.708333333
1235,Wang,Architect,Science Field,43232,43458,0.375,43458,0.708333333
1236,Chao,SIT,Front of SIT,43233,43459,0.375,43459,0.708333333
1237,Elisa,SIT,1st Floor Engineer Building,43234,43460,0.375,43460,0.708333333
1238,Sonny,Engineering,1st Floor Engineer Building,43235,43461,0.375,43461,0.708333333
1238,Sonny,Engineering,Science Field,43236,43462,0.375,43462,0.708333333
1241,Jonathan,Architect,Front of SIT,43237,43463,0.375,43463,0.708333333
1242,Tom,SIT,Front of SIT,43238,43464,0.375,43464,0.708333333
1243,Nick,SIT,Science Field,43239,43465,0.375,43465,0.708333333
1244,Tooky,Engineering,Front of SIT,43240,43466,0.375,43466,0.708333333
1244,Tooky,Engineering,FIBO Field,43241,43467,0.375,43467,0.708333333
1248,Antonio,SIT,FIBO Field,43468,43468,0.375,43468,0.708333333
1250,John,Engineering,Science Field,43469,43469,0.375,43469,0.708333333
1251,Jack,Science,1st Floor Engineer Building,43470,43470,0.375,43470,0.708333333
1251,Jack,Science,FIBO Field,43471,43471,0.375,43471,0.708333333
1252,Jim,Liberal Art,1st Floor Engineer Building,43472,43472,0.375,43472,0.708333333
1253,Ann,Architect,1st Floor Engineer Building,43473,43473,0.375,43473,0.708333333
1253,Ann,Architect,1st Floor Engineer Building,43474,43474,0.375,43474,0.708333333
1253,Ann,Architect,1st Floor Engineer Building,43475,43475,0.375,43475,0.708333333
1253,Ann,Architect,Front of SIT,43476,43476,0.375,43476,0.708333333
1258,Yoi,Liberal Art,FIBO Field,43477,43477,0.375,43477,0.708333333
1260,Wang,SIT,Science Field,43478,43478,0.375,43478,0.708333333
1263,Sonny,Science,Science Field,43479,43479,0.375,43479,0.708333333
1263,Sonny,Science,Front of SIT,43480,43480,0.375,43480,0.708333333
1265,jackson,Architect,FIBO Field,43481,43481,0.375,43481,0.708333333
1265,jackson,Architect,Front of SIT,43482,43482,0.375,43482,0.708333333
1267,Tom,SIT,FIBO Field,43483,43483,0.375,43483,0.708333333
1269,Tooky,Science,Science Field,43484,43484,0.375,43484,0.708333333
1270,Elsa,Liberal Art,Science Field,43485,43485,0.375,43485,0.708333333
1270,Elsa,Liberal Art,Front of SIT,43486,43486,0.375,43486,0.708333333
1270,Elsa,Liberal Art,1st Floor Engineer Building,43487,43487,0.375,43487,0.708333333
1271,Anna,Architect,1st Floor Engineer Building,43488,43488,0.375,43488,0.708333333
1271,Anna,Architect,1st Floor Engineer Building,43489,43489,0.375,43489,0.708333333
1272,Atonio,SIT,1st Floor Engineer Building,43490,43490,0.375,43490,0.708333333
1273,Antonio,SIT,Science Field,43491,43491,0.375,43491,0.708333333
1274,Simpson,Engineering,Science Field,43492,43492,0.375,43492,0.708333333
1275,John,Science,Science Field,43493,43493,0.375,43493,0.708333333
1276,Jack,Liberal Art,FIBO Field,43494,43494,0.375,43494,0.708333333
1278,Ann,SIT,FIBO Field,43495,43495,0.375,43495,0.708333333
1280,Alex,Engineering,1st Floor Engineer Building,43496,43496,0.375,43496,0.708333333
1280,Alex,Engineering,1st Floor Engineer Building,43497,43497,0.375,43497,0.708333333
1281,Tony,Science,Science Field,43498,43498,0.375,43498,0.708333333
1281,Tony,Science,Front of SIT,43499,43499,0.375,43499,0.708333333
1281,Tony,Science,Front of SIT,43500,43500,0.375,43500,0.708333333
1282,Sack,Liberal Art,Science Field,43501,43501,0.375,43501,0.708333333
1283,Yoi,Architect,Front of SIT,43502,43502,0.375,43502,0.708333333
1283,Yoi,Architect,FIBO Field,43503,43503,0.375,43503,0.708333333
1284,Lee,SIT,Front of SIT,43504,43504,0.375,43504,0.708333333
1284,Lee,SIT,1st Floor Engineer Building,43505,43505,0.375,43505,0.708333333
1285,Wang,SIT,1st Floor Engineer Building,43506,43506,0.375,43506,0.708333333
1286,Chao,Engineering,FIBO Field,43507,43507,0.375,43507,0.708333333
1288,Sonny,Liberal Art,Science Field,43508,43508,0.375,43508,0.708333333
1288,Sonny,Liberal Art,Science Field,43509,43509,0.375,43509,0.708333333
1288,Sonny,Liberal Art,Science Field,43510,43510,0.375,43510,0.708333333
1288,Sonny,Liberal Art,Science Field,43511,43511,0.375,43511,0.708333333
1289,Simba,Architect,Science Field,43512,43512,0.375,43512,0.708333333
1291,Jonathan,SIT,1st Floor Engineer Building,43513,43513,0.375,43513,0.708333333
1291,Jonathan,SIT,1st Floor Engineer Building,43514,43514,0.375,43514,0.708333333
1292,Tom,Engineering,Science Field,43515,43515,0.375,43515,0.708333333
1292,Tom,Engineering,Science Field,43516,43516,0.375,43516,0.708333333
1293,Nick,Science,Science Field,43517,43517,0.375,43517,0.708333333
1294,Tooky,Liberal Art,Front of SIT,43518,43518,0.375,43518,0.708333333
1295,Elsa,Architect,1st Floor Engineer Building,43519,43519,0.375,43519,0.708333333
1296,Anna,SIT,FIBO Field,43520,43520,0.375,43520,0.708333333
1296,Anna,SIT,FIBO Field,43521,43521,0.375,43521,0.708333333
1296,Anna,SIT,Science Field,43522,43522,0.375,43522,0.708333333
1297,Atonio,SIT,1st Floor Engineer Building,43523,43523,0.375,43523,0.708333333
1297,Atonio,SIT,Science Field,43524,43524,0.375,43524,0.708333333
1299,Simpson,Science,FIBO Field,43525,43525,0.375,43525,0.708333333
1299,Simpson,Science,Science Field,43526,43526,0.375,43526,0.708333333
1299,Simpson,Science,Front of SIT,43527,43527,0.375,43527,0.708333333
1299,Simpson,Science,FIBO Field,43528,43528,0.375,43528,0.708333333
1301,Jack,Architect,FIBO Field,43529,43529,0.375,43529,0.708333333
1302,Jim,SIT,Front of SIT,43530,43530,0.375,43530,0.708333333
1303,Ann,SIT,1st Floor Engineer Building,43531,43531,0.375,43531,0.708333333
1306,Tony,Liberal Art,Science Field,43532,43532,0.375,43532,0.708333333
1308,Yoi,SIT,FIBO Field,43533,43533,0.375,43533,0.708333333
1309,Lee,SIT,Science Field,43534,43534,0.375,43534,0.708333333
1310,Wang,Engineering,1st Floor Engineer Building,43535,43535,0.375,43535,0.708333333
1311,Chao,Science,FIBO Field,43536,43536,0.375,43536,0.708333333
1311,Chao,Science,1st Floor Engineer Building,43537,43537,0.375,43537,0.708333333
1312,Elisa,Liberal Art,1st Floor Engineer Building,43538,43538,0.375,43538,0.708333333
1313,Sonny,Architect,1st Floor Engineer Building,43539,43539,0.375,43539,0.708333333
1313,Sonny,Architect,1st Floor Engineer Building,43540,43540,0.375,43540,0.708333333
1315,jackson,SIT,FIBO Field,43541,43541,0.375,43541,0.708333333
1315,jackson,SIT,FIBO Field,43542,43542,0.375,43542,0.708333333
1315,jackson,SIT,FIBO Field,43543,43543,0.375,43543,0.708333333
1315,jackson,SIT,Science Field,43544,43544,0.375,43544,0.708333333
1316,Jonathan,Engineering,Science Field,43545,43545,0.375,43545,0.708333333
1316,Jonathan,Engineering,1st Floor Engineer Building,43546,43546,0.375,43546,0.708333333
1316,Jonathan,Engineering,Front of SIT,43547,43547,0.375,43547,0.708333333
1317,Tom,Science,Science Field,43548,43548,0.375,43548,0.708333333
1317,Tom,Science,Science Field,43549,43549,0.375,43549,0.708333333
1317,Tom,Science,FIBO Field,43550,43550,0.375,43550,0.708333333
1318,Nick,Liberal Art,Science Field,43551,43551,0.375,43551,0.708333333
1319,Tooky,Architect,Science Field,43552,43552,0.375,43552,0.708333333
1320,Elsa,SIT,Science Field,43553,43553,0.375,43553,0.708333333
1323,Antonio,Science,Science Field,43554,43554,0.375,43554,0.708333333
1323,Antonio,Science,1st Floor Engineer Building,43555,43555,0.375,43555,0.708333333
1325,John,Architect,Science Field,43556,43556,0.375,43556,0.708333333
1327,Jim,SIT,Front of SIT,43557,43557,0.375,43557,0.708333333
1329,Sandy,Science,Science Field,43558,43558,0.375,43558,0.708333333
1330,Alex,Liberal Art,Front of SIT,43559,43559,0.375,43559,0.708333333
1330,Alex,Liberal Art,Front of SIT,43560,43560,0.375,43560,0.708333333
1331,Tony,Architect,Science Field,43561,43561,0.375,43561,0.708333333
1332,Sack,SIT,FIBO Field,43562,43562,0.375,43562,0.708333333
1332,Sack,SIT,1st Floor Engineer Building,43563,43563,0.375,43563,0.708333333
1333,Yoi,SIT,FIBO Field,43564,43564,0.375,43564,0.708333333
1334,Lee,Engineering,Science Field,43565,43565,0.375,43565,0.708333333
1334,Lee,Engineering,Science Field,43566,43566,0.375,43566,0.708333333
1335,Wang,Science,FIBO Field,43567,43567,0.375,43567,0.708333333
1335,Wang,Science,Front of SIT,43568,43568,0.375,43568,0.708333333
1336,Chao,Liberal Art,Front of SIT,43569,43569,0.375,43569,0.708333333
1337,Elisa,Architect,Front of SIT,43570,43570,0.375,43570,0.708333333
1343,Nick,Architect,FIBO Field,43571,43571,0.375,43571,0.708333333
1343,Nick,Architect,Science Field,43572,43572,0.375,43572,0.708333333
1347,Atonio,Science,Front of SIT,43573,43573,0.375,43573,0.708333333
1348,Antonio,Liberal Art,Science Field,43574,43574,0.375,43574,0.708333333
1349,Simpson,Architect,1st Floor Engineer Building,43575,43575,0.375,43575,0.708333333
1349,Simpson,Architect,Front of SIT,43576,43576,0.375,43576,0.708333333
1350,John,SIT,1st Floor Engineer Building,43577,43577,0.375,43577,0.708333333
1352,Jim,Engineering,1st Floor Engineer Building,43578,43578,0.375,43578,0.708333333
1355,Alex,Architect,Science Field,43579,43579,0.375,43579,0.708333333
1356,Tony,SIT,1st Floor Engineer Building,43580,43580,0.375,43580,0.708333333
1356,Tony,SIT,1st Floor Engineer Building,43581,43581,0.375,43581,0.708333333
1356,Tony,SIT,FIBO Field,43582,43582,0.375,43582,0.708333333
